Date,Open,High,Low,Close,Volume,Adj Close
2016-08-05,26.32,26.739,26.049999,26.49,39400,26.49
2016-08-08,26.469998999999998,27.690001000000002,26.469998999999998,26.540001,49500,26.540001
2016-08-09,26.709999,27.48,26.42,27.290001,21700,27.290001
2016-08-10,27.5,28.24,27.440001000000002,27.51,92200,27.51
2016-08-11,27.620001000000002,28.200001,27.120001000000002,27.5,77600,27.5
2016-08-12,27.629998999999998,28.48,27.5,28.15,68500,28.15
2016-08-15,28.309998999999998,28.93,27.4,28.93,121000,28.93
2016-08-16,28.469998999999998,29.370001000000002,28.389999,29.360001,32500,29.360001
2016-08-17,29.110001,29.4,27.58,28.219998999999998,47900,28.219998999999998
2016-08-18,28.950001,29.040001,27.799999,28.709999,30100,28.709999
2016-08-19,29.4,29.604,28.799999,29.6,47700,29.6
2016-08-22,29.82,29.82,28.58,29.1,29300,29.1
2016-08-23,29.01,29.660999,28.51,29.41,20800,29.41
2016-08-24,29.450001,29.450001,27.799999,28.0,40800,28.0
2016-08-25,28.299999,28.969998999999998,27.721999999999998,28.0,61600,28.0
2016-08-26,27.815001000000002,28.629998999999998,27.799999,27.99,29500,27.99
2016-08-29,28.23,28.889999,27.67,28.530001000000002,12500,28.530001000000002
2016-08-30,28.370001000000002,29.459999,28.219998999999998,29.25,20400,29.25
2016-08-31,29.08,29.43,28.1,28.709999,36700,28.709999
2016-09-01,28.690001000000002,29.459999,28.455,29.4,47700,29.4
2016-09-02,29.4,29.5,29.01,29.49,8700,29.49
2016-09-06,29.139999,29.870001000000002,29.139999,29.771998999999997,24100,29.771998999999997
2016-09-07,29.48,30.66,29.379998999999998,30.450001,44800,30.450001
2016-09-08,29.68,31.58,29.68,31.58,31600,31.58
2016-09-09,31.120001000000002,31.719998999999998,30.219998999999998,30.280001000000002,48400,30.280001000000002
2016-09-12,30.280001000000002,31.48,30.280001000000002,31.4,19700,31.4
2016-09-13,31.530001000000002,31.85,31.15,31.67,67000,31.67
2016-09-14,31.530001000000002,33.639,31.190001000000002,33.580002,169400,33.580002
2016-09-15,33.810001,33.98,32.16,32.450001,75700,32.450001
2016-09-16,32.52,33.279999,32.32,32.650002,48400,32.650002
2016-09-19,31.379998999999998,33.040001000000004,30.764999,30.889999,142100,30.889999
2016-09-20,31.08,31.59,30.521998999999997,30.98,101600,30.98
2016-09-21,31.360001,32.009997999999996,30.65,30.98,62900,30.98
2016-09-22,31.379998999999998,31.940001000000002,30.9,31.18,77300,31.18
2016-09-23,31.379998999999998,31.5,30.15,30.49,79600,30.49
2016-09-26,30.23,30.440001000000002,29.049999,29.5,95300,29.5
2016-09-27,29.35,30.790001,29.35,29.49,186800,29.49
2016-09-28,29.73,31.59,29.52,30.23,316700,30.23
2016-09-29,30.25,31.200001,29.299999,29.719998999999998,42900,29.719998999999998
2016-09-30,29.76,31.09,29.76,30.809998999999998,17900,30.809998999999998
2016-10-03,30.879998999999998,31.48,30.0,31.0,26100,31.0
2016-10-04,31.459999,31.48,30.299999,30.709999,34100,30.709999
2016-10-05,30.98,32.189999,30.530001000000002,31.68,198500,31.68
2016-10-06,31.639999,32.049999,31.33,31.790001,331400,31.790001
2016-10-07,32.0,32.27,31.465,31.84,120600,31.84
2016-10-10,31.98,33.097,31.16,32.110001000000004,175500,32.110001000000004
2016-10-11,31.9,32.57,31.67,32.18,61000,32.18
2016-10-12,32.099998,32.34,31.26,31.4,139100,31.4
2016-10-13,31.26,32.200001,30.945,31.959999,167300,31.959999
2016-10-14,32.220001,32.244999,31.41,31.52,160700,31.52
2016-10-17,31.43,32.610001000000004,31.43,32.529999,69700,32.529999
2016-10-18,32.549999,33.48,32.360001000000004,32.889998999999996,63600,32.889998999999996
2016-10-19,32.91,32.990002000000004,32.080002,32.830002,28900,32.830002
2016-10-20,32.669998,33.040001000000004,32.580002,32.98,16800,32.98
2016-10-21,32.68,33.130001,32.48,33.130001,30800,33.130001
2016-10-24,32.860001000000004,33.470001,32.830002,33.139998999999996,31400,33.139998999999996
2016-10-25,33.23,33.5,33.060001,33.27,48000,33.27
2016-10-26,32.828998999999996,33.43,32.689999,32.91,73100,32.91
2016-10-27,33.189999,33.320999,32.299999,32.810001,153100,32.810001
2016-10-28,32.619999,33.720001,32.299999,33.470001,195100,33.470001
2016-10-31,33.459998999999996,33.5,32.255001,33.240002000000004,61100,33.240002000000004
2016-11-01,33.470001,33.75,33.09,33.43,32000,33.43
2016-11-02,33.419998,33.490002000000004,32.52,33.060001,140200,33.060001
2016-11-03,33.0,33.494999,31.01,31.280001000000002,136600,31.280001000000002
2016-11-04,31.35,31.950001,31.0,31.6,72200,31.6
2016-11-07,31.0,32.400002,31.0,31.940001000000002,42800,31.940001000000002
2016-11-08,31.540001,33.349998,31.047001,32.599998,61800,32.599998
2016-11-09,32.779999,33.950001,32.709998999999996,33.799999,60600,33.799999
2016-11-10,33.950001,36.759997999999996,32.290001000000004,35.919998,129100,35.919998
2016-11-11,35.450001,35.740002000000004,31.879998999999998,32.200001,180700,32.200001
2016-11-14,32.310001,35.549999,32.310001,35.049999,60400,35.049999
2016-11-15,34.16,37.849998,34.16,36.310001,87600,36.310001
2016-11-16,36.130001,37.889998999999996,36.130001,36.900002,49000,36.900002
2016-11-17,32.400002,33.860001000000004,31.200001,32.700001,397000,32.700001
2016-11-18,33.950001,33.950001,31.65,32.0,1515600,32.0
2016-11-21,31.68,32.099998,31.1,31.51,218200,31.51
2016-11-22,32.240002000000004,33.279999,31.299999,31.469998999999998,132900,31.469998999999998
2016-11-23,31.549999,32.240002000000004,31.309998999999998,32.0,118700,32.0
2016-11-25,31.889999,32.790001000000004,31.59,32.41,51500,32.41
2016-11-28,32.27,32.849998,30.639999,30.879998999999998,113100,30.879998999999998
2016-11-29,31.07,31.889999,31.068001000000002,31.59,112400,31.59
2016-11-30,31.790001,31.969998999999998,31.0,31.700001,123800,31.700001
2016-12-01,31.6,31.934998999999998,30.48,30.799999,97600,30.799999
2016-12-02,30.57,31.43,30.5,30.860001,103700,30.860001
2016-12-05,31.209999,31.443001000000002,28.209999,28.309998999999998,157400,28.309998999999998
2016-12-06,28.5,30.226,27.6,27.969998999999998,263300,27.969998999999998
2016-12-07,27.969998999999998,28.264999,26.709999,27.93,306600,27.93
2016-12-08,27.92,27.92,26.43,26.950001,190300,26.950001
2016-12-09,27.02,27.57,26.709999,27.200001,196000,27.200001
2016-12-12,27.459999,28.66,27.290001,28.610001,181700,28.610001
2016-12-13,28.57,29.67,28.35,29.34,191200,29.34
2016-12-14,29.629998999999998,29.969998999999998,28.200001,28.950001,181800,28.950001
2016-12-15,28.66,29.9,28.32,29.77,145700,29.77
2016-12-16,29.870001000000002,30.299999,29.25,29.610001,557100,29.610001
2016-12-19,29.74,29.865,29.049999,29.23,121100,29.23
2016-12-20,29.27,29.635,27.91,28.120001000000002,143200,28.120001000000002
2016-12-21,28.049999,28.98,27.889999,28.639999,195300,28.639999
2016-12-22,28.65,29.24,28.389999,28.92,107300,28.92
2016-12-23,29.0,30.17,29.0,30.01,80000,30.01
2016-12-27,30.110001,30.93,29.34,29.59,56800,29.59
